Rank,CommentDate,Date,RestaurantName,Comment,Address,StarRating,NumberOfReviews,Style,Price
119,2023-09-05,2023-09-17,Firefly,"I want to start off by saying Britney the bartender was AMAZING. She was so kind funny and just gave such a inviting aura to her. And she made us some killer drinks not too strong but not watered down they were literally perfect!!! When we arrived our table wasn't ready yet since it had rained and some tables weren't available so we sat at the bar and met the lovely Britney. She recommended us to get the French bagguette with steak frites and the mushroom pappardelle! And she did not disappoint it was one of the greatest meals I've ever had no joke. Then we got sat and our waiter Mayron was so friendly! He brought us some cute little wine samples they were delicious and he recommended the toffee cake for dessert and it was amazing!!!! He asked my boyfriend while I was in the bathroom if we were celebrating anything and my partner said ""just love"" and Mayron put a little sparkler on our dessert and I just thought that was soooooo cute and sweet! It's the small details like that, that really make an experience so much better so shout out to Mayron you were amazing!!! The ambiance of the place is so romantic and the customer service was top tier for me. And the food was incredible this place is an all around 10/10 for me!","11720 Ventura Blvd Studio City, CA 91604",3.9,3137,"American (New), Lounges, Cocktail Bars",$$$
120,2023-09-09,2023-09-17,Mr. T,"Made a reservation to try the LA outpost if this Paris restaurant and it was divine. We did small plates do we could try more things.What we had:Crudo: get this! Light and deliciousTomato salad: loved the combo of arugula, in season tomatoes & peachLumpia: OMG! yes yes yes and the calamansi sauce was next level goodCroquettes: Very rich and deliciousMac & cheese flambé: It's a rigatoni with basic creamy mushroom sauce and flambe'd cheese. This was delicious but basic.Cocktails were yummy:On the run: so goodThe new danger: deliciousMr. T: also greatDessert:Berries & pearls panna cotta: light & deliciousPeach cobbler: Do not miss this! So goodDefinitely recommend. Fun vibe with both indoor & outdoor seating. We loved the patio. Great for date nights or group dinners.","953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-31,2023-09-17,Mr. T,Went with friends here on a random Wednesday . The food was amazing. Everything we ordered and we ordered a LOT! Also everyone working was such a pleasure. I can't wait to go again. I'll take pictures next time!,"953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-30,2023-09-17,Mr. T,"Nestled in an unassuming corner, @mrtlarestaurant was charming and had an inviting ambiance 6.5/10. While its location might not be the most prominent, the atmosphere within was certainly a highlight. The professional staff and attentive service added to the experience.However, the culinary journey took an unfortunate turn. Though each dish was nice on the eyes, the taste itself left much to be desired. The flavors seemed to fall short of the visual promise, leaving us with a sense of disappointment. While the restaurant excels in ambiance and service, the underwhelming taste of the food meant that we would not be coming back.Ambiance 1.5/2Creativity 1.5/2Presentation 1.5/2Service 1.5/2Taste .5/2","953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-28,2023-09-17,Mr. T,Came here for a friend's birthday and we loved it! The ambiance and service are outstanding. We became adventurous with the menu and cocktails based upon our server's recommendations and everything was delicious. Can't wait to return!,"953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-21,2023-09-17,Mr. T,"I came back from a work trip and thought driving up from San Diego to LA on a Friday night was worth a bit of a splurge for dinner. Mr. T was near my place and I had it down as a 'one day soon,' place, somewhere that needed a bit of an occasion to go to and not just a regular place. The minimalist interior, the neon sign it definitely didn't have that 'Tuesday night dinner' kind of vibe.I gambled that it wouldn't be packed on a Friday night and while it was busy it was very easy to get a table on their patio which was open enough to be mellow but seemed to magically block out the cement plant across the street.I wasn't driving so when the server came by I ordered their twist on an Old Fashioned, the Double Up. I've decried a 20 dollar cocktail before and I will again here-but it was tasty, that can't be denied. I think fat-washed spirits are a bit much, or I did until here, it wasn't just the flavor but the heft of it. The coconut oil was a better call then say bacon fat, which I think leaves too much residue. Look, it's 20 bucks, I still think it's a bit overpriced but I'd get it again while grumbling that it might be 2 bucks more than it should.What I'm definitely more comfortable splurging on are appetizers/small plates/shareables so the lamb kebab, chip n' dip and the croquettes were all ordered and devoured. The kebab was delicious with the lamb being right at the edge of tender/game-y. The chip and dip was like an upscale version of a basic starter but not overly so, a little tartness, a little savory. Perfect. The croquettes though, all veg, but still so rich.I figured if they could do chips and dip up why not have their burger. I have a clip of the flambe which was a nice touch but without the theatrics it was still a very well-done burger with a bonus of char and that spicy aioli that came with the fries.Our server was so great that it didn't take much convincing to get their desserts which also seemed really simply but done well. All in all it's a great place to go to, make up an occasion, just go.","953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-14,2023-09-17,Mr. T,"Loved the total package, food, service and atmosphere.  You definitely need reservations for this restaurant if you want a table either inside or on the beautiful patio. I made my Open Table reservation for a 8:00 Saturday dinner for 2. They do have a fairly large bar seating for walk-ins. Street parking for those who don't want valet for a fee. When we arrived we were greeted and seated right away. Love the open kitchen, bar with the loft ceilings. Alan our server introduced himself. He was excellent, friendly, informative and attentive.My friend and I ordered the craft cocktails, Temperatures Rising and the Mr. T...so good! Food is ordered family style. We had the Mr. T Lamb Kabab, Burgundy Prawns and the Bistek Tagalog. Presentation and taste of all the dishes were fantastic.Atmosphere: really great feel, trendy. Service: excellent. Food: excellent.","953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-10,2023-09-17,Mr. T,"Great ambiance and decor, friendly and attentive service, and most importantly delicious dishes, desserts and cocktails. What more can you ask for? Each dish was meticulously put together, perfectly seasoned and a complete delight. Our favorites were the uni, prawns, lamb kebab, short rib pastrami, crudo and peach pie. A must try in Hollywood, we will be back! Thank you for the memorable meal.(Plus: street parking in the area as well as valet.)","953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-04,2023-09-17,Mr. T,Great food and service. The vibe is really chill and we liked the music a lot. It's nice that they offer valet for $10 but we were able to find street parking right in front of the restaurant. The menu was great and our waiter Alan was very attentive. Either the owner or the chef came by to ask how things were going and we appreciated that gesture.Overall really tasty food. The presentation of the food was great. I had the short ribs and my husband had the chicken and both meals were excellent.Definitely check out Mr. T's. It's a great Friday night dinner spot. You won't be disappointed.,"953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-04,2023-09-17,Mr. T,"I only have positive comments to say about Mr.T.The food, the service and the Vibe, the music has always been excellent.This, thanks to a very well trained staff and an owner and manager who are always pay attention to the well being of each patron! The vibe is great and discreet and you feel part of an inner circle.If you haven't tried Mr. T yet you are missing out!!","953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
120,2023-08-01,2023-09-17,Mr. T,"Overall a very good experience! The was really good, the mac and cheese specially was amazing!!! The crudo was good too. We got the short rib which was great by a bit sweet. The ambience and decor is nice, they also had a private room in the back with nice decor.","953 N Sycamore Ave Los Angeles, CA 90038",4.5,97,French,$$$
121,2023-09-15,2023-09-17,OTOTO,"Omg why haven't I come here sooner! The food is absolutely outstanding, this is the best meal I have had in a while. Standouts were the eggplant skewers, black pepper tofu, and soft shell shrimp. But based on everything we ate, you cannot go wrong ordering from this menu. Staff was also super accommodating for our party of 5 (it's a small space), attentive, and didn't rush us at all. I will be coming back soon!","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-09-07,2023-09-17,OTOTO,"My husband and I found this place on yelp. The food was pretty good!! Everything was a little heavily seasoned but other than that the service was very good, and the ambiance was nice.Only thing was that service charge, but we understand, we work in the industry so nothing is worse than being stuffed on a 200 dollar bill. Only reason why I didn't give it a 5 was they heavily used this herb , maybe was a sweet basil, I'm not sure. But it seemed to find its way in every dish which kinda threw me off.","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-09-07,2023-09-17,OTOTO,"Amazing food and atmosphere! Liz recommended some great dishes and sake choices we would have never ordered otherwise. Great service! We had the summer squash, eggplant, and shrimp! Thanks Liz!","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-09-01,2023-09-17,OTOTO,"We came to Ototo on a Wed night ~ 8 pm on a non-game night.  We were able to find street parking ~1.5 blocks away, an easy walk over.  We were lucky to snag the last table walking in.Both the food and sake was good!  We especially loved the chicken katsu sando and the rock shrimp okonomiyaki!  The okonomiyaki is on par or better than the ones we had in Osaka. Wings were good. We'd skip the Sakura/sashimi dish next time.Service was friendly and comfortable. The ambiance is chill and welcoming. Do check out the sake menu cover, so fun!Little fun fact:  On our recent trip to Japan, our local friend explained to us that in Japanese culture, when someone pours sake for you (probably other drinks too?), you're supposed to say ototototototo... so the person pouring knows when to stop. I wonder if that's the namesake for this place?  We had much fun saying it to each other then, and also tonight!","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-08-15,2023-09-17,OTOTO,"They're playing the BS game of ""surcharge"". Is the food good, yes. Was the service good, also yes. But scamming customers out of money with their ""surcharge"" is unacceptable. I was under the impression it was some kind of city fee, but after being educated, it's complete BS. I regret tipping them 30% on top of the surcharge. DO BETTER OTOTO!!!","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-08-15,2023-09-17,OTOTO,"Came across this absolute gem in Echo Park! My group and I were new to sake, and had no idea what to expect. The sake menu was extensive, but shoutout to Fabre for her amazing service! She walked us through the different types of sake, made recommendations based on preferred taste profiles, and was very knowledgeable on each type of sake we were curious about. My favorite that was recommended by her was the Junmai Ginjo.Although there was a bit of a wait (~30 minutes for a group of 4 on a Friday night), it was worth every minute. The setting is very welcoming, whether you're on a date, or hanging out with a small group of friends. Good vibes all around. Will definitely be returning to try out new sake and food!","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-08-05,2023-09-17,OTOTO,"I felt so honored to be invited to Ototo by a local friend of mine. Wow, this place was just amazing, and it is literally Japanese Tapas done right. As a person who loves Japanese food and the culture around it as well, this place just rings true and the food was just something that is extremely memorable.I met Courtney, one of the owners, and she was introduced by my friend who seems to frequent their bar. And that Ototo is the lilttle brother location of their main location, literally beside it, Tsubaki. Their story seems extremely interesting and it really speaks through their food.The vibe and the aesthetic of the bar is very trendy while at the same time it reminds me of when I was in Japan with their bar setting. I love how it is categorized as a sake bar and the amounts of sake they offered was just emaculate! I couldn't say no to sake!!If I remember the menu that night, which I kinda don't but I took pictures of them so I think I'll try to describe them. Their food is just delicious and off the hook though. I wish we had something like that in Vancouver. I know, this coming from the city of sushi abundence..... This is so rare.Soft Shell Shrimp: 7/10Fish paste skewers?: 8/10Tomato Flavour bombs?: 100/10 (Yes 100 out of 10, these are fucking amazing. The way they created a tomato umami condensed jelly to put right on top of the baby tomatoes, holy cow)Croquette: 8/10Chicken Katsu Sando: 10/10Was kinda sad I couldn't have their MOS burger because me and my friend decided to go for late dinner, but still, everything on the menu is just DELICIOUS!! Learning from Courtney, their menu is changed literally almost weekly to fit their sake bar drinks. Anyways, I will be coming back next time with my friend as usual, and come earlier so we can drink more and just vibe more in the area.","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-07-26,2023-09-17,OTOTO,Had a dream meal here - the Shaki Shaki Salad was incredible and each and every staff member was so warm and lovely to a couple of visiting country bumpkins. Awesome atmosphere too and perfect meal before a Dodger game.,"1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-07-12,2023-09-17,OTOTO,Great food and loved the umeshu selection! The place is also very cute and the staff was super friendly and helpful.,"1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
121,2023-07-10,2023-09-17,OTOTO,"Great food, restaurant and service feel quite pretentious. Mandatory 18% fee that is apparently not tip but is still used to pay their worker's wages. They seem to expect tip above that...Always feels wrong and greedy to put the burden on patrons to pay for wages when we are already spending so much money on the food/ supporting the business.As for food, I tried the menchi katsu, amberjack sashimi, prawns, eggplant tempura, and half dozen oysters. My favorites were the katsu, prawns, and tempura. Servings were very small (small plates) but all of these were tasty and had great textures and balance of flavors. I would probably skip the oyster because it was nothing special for the price and they serve it with a basic boring ponzu dressing.We had to wait about an hour to be seated and I think that is usually expected. A lot of people come here for the alcohol offerings and there were tables that were there for the entire 3 hours that I waited and ate. They don't make much of an effort to turn tables if you are ordering alcohol consistently but we did feel pressured to leave as soon as we stopped ordering drinks. They also started rushing our food orders out about this time too.Parking is quite difficult in this area, heads up.","1360 Allison Ave Los Angeles, CA 90026",4.1,129,"Bars, Japanese",$$
122,2023-09-15,2023-09-17,Yum Sະlut,Ordered the chicken dish and the crispy rice salad. Both were delicious and the portions were very large. Would return.,"635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-09-13,2023-09-17,Yum Sະlut,"We were visiting LA when we found this place. It was near our hotel so we had to try it. We got 2 A la carte with chicken, sausage, steak, papaya salad and sticky rice. They were all delicious! Chicken was very flavorful, sausage were home made and the steak was perfectly cooked. We got papaya salad with medium spice as well and it was for sure real Thai peppers coz it had a punch and a kick.  For sure for sure a must eatery to visit when you're in LA.","635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-09-10,2023-09-17,Yum Sະlut,Small multi tenant restaurant spot at the edge of Chinatown.  Good covered parking and authentic menu items.  Seating is limited with little to no service.  Worth trying if you've never tried this cuisine or region of food.    The lower star score is just the very very small dining area.  The drinks are ginormous and pricey but much appreciated,"635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-09-03,2023-09-17,Yum Sະlut,"If you want to add Laotian food to your bucket list, this is THE place for you. I didn't take pictures of all the food we tried because it all came out quickly and we couldn't wait to dive into all the flavors. Yum Salut boasts a menu called Authentic Lao Refugee Food, that in itself should make you head straight over there. It is in Chinatown sharing a location with Soulo's Kitchen inside Lokels Only. Parking available in a structure as well as meter and the hours are Thurs - Sun 11:00-7:00; Mon 11:00-3:00. There are 2 registers, Yum Salut is on the right hand side. Seating inside is a little limited if you have a large party. There are also benches outside. Don't let this place slip out of your radar. A true hidden foodie gem in Los Angeles.","635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-09-02,2023-09-17,Yum Sະlut,"Wow!  I've probably had 100 versions of Thai sausage, but this is next level! The Laotian version has more herbs and a very complex flavor. And their fish in banana leaf, I've had the Thai version but theirs has coconut milk and some different spices that make it really special.Really incredible stuff, I'm not sure I can eat at our regular Thai places any more!   This is worth the trip from anywhere. Can't wait to go back and try everything on the menu. Highly recommended.","635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-08-26,2023-09-17,Yum Sະlut,"Best Lao Food in Los Angeles. So much flavor and complexity. If you haven't had Lao food, this place is a must try. It's so healthy with fresh vegetables and lots of herbs. I have a friend who is a picky eater and gluten-free blah blah and she's obsessed with this place. She makes me come here with her at least every other week . You get that spicy, salty, savory and sweet flavors in each bite. It's similar to Thai food but BETTER!!! half of Thailand used to be Laos until the French Colonization divided the Territory at the Mekong River. Well that's another story!  What most people don't know is Larb and Papaya Salad are Lao national dishes. I am beyond ecstatic that there is finally authentic Lao food restaurant.  I am Laotian and Thai so I can vouch for it!","635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-08-11,2023-09-17,Yum Sະlut,"I came here with my family while visiting LA area. It was a recommendation from a friend and so glad we gave it a shot. Very authentic LAO food and it was delicious. Enjoyed the Crispy rice, Spicy Lao Sausage, and the Sweet Sticky rice with Mango. He also had this side chili paste that was YUM and I sopped it up with my sticky rice. SO GOOD! Chef Tip touched our table. He was super nice and was very accommodating. He shares this pop up kitchen with a soulfood place  but hope he gets his own space soon. If you're looking for a new spot to check out and you're in the area, check this place out!","635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-08-05,2023-09-17,Yum Sະlut,I ate here with my daughter a couple of weeks ago. The food is gorgeously presented and delicious. Going back soon with a bigger party. The chef is on his way to super stardo.,"635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-07-30,2023-09-17,Yum Sະlut,"I came here on a Sunday around 12:30 and I just first want to say that this place is delicious!! It's located in a community kitchen so there's actually two restaurants located here (Laotian and Soul!). There's inside seating but there's not a lot of tables, especially if you have a large group. Luckily my group of 10 came before the lunch crowd so we were able to snag some tables. Both restaurants located in this shop seem to be super popular!The service was amazing and our food came out pretty quickly. The portions are pretty generous and the grilled steak is absolutely amazing. Their Lao crack sauce (the orange one) is a little spicy but so tasty. The other sauce was more on the bitter side so I wasn't a huge fan of it. Their sticky rice came in a huge portion, however, it's more crispy than sticky. 10/10 would recommend!!","635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
122,2023-07-23,2023-09-17,Yum Sະlut,"Sunday brunch at 11 am- Lao fried sausage platter, lao fish lettuce wrapService: direct order from the cashier, friendly staffAmbiance: casual, little loud because of the tv and indoor musicPrice: okFood quality:  the fried sausage was pretty good, moist  but not too dry , the shrimp paste was outstanding and unique, the Lao fish was terrify, loved the fish  texture and the fluffiestRemarks: indoor parking lot , both indoor and outdoor seatings were availableWill come back  to try other dishes. Highly recommend","635 N Broadway Los Angeles, CA 90012",4.9,21,"Laotian, Asian Fusion",$$
123,2023-09-11,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,"I liked the atmosphere, very cozy. The food was also very good, although a little overpriced. The service was good but it was a bit hard to call the waiter over.","3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-09-05,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,"Best of best!!!! I thought of going back the next day. I shall revisit soon. The portion was so big, too","3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-09-02,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,The food was so gooood!!!It is also good with spicy buckwheat noodles!Add cheese!! :),"3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-08-24,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,"A unique dining experience in the heart of ktown, this classic Korean dish I haven't been able to find anywhere else but here specializes in it so we had to try it. This place serves by the portion, and their portions are pretty well measured. The chicken was very flavorful and all the vegetables were cooked well. The meal came with lots of sides that added a great touch! The fried rice at the end was a bit of a let down as they didn't let us cook the rice into the rest of the sauce. Overall, a unique experience that is definitely worth going to if you are with a large group of friends! A social meal for the ages","3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-08-18,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,overpriced. bad service. server/manager was literally yelling at her workers in front of all the customers. would not come to this restaurant again.,"3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-08-14,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,"TLDR: HORRIBLE service for overpriced average food.The seasoning for the dakgalbi was okay-tasting but the texture of it was soft and tender! Given the price, they definitely skimp out on the amount of chicken and rice cake they can give you. Taste-wise I don't think I would go here again though, even if I'm craving dakgalbi. It was just so average.I'm mostly writing this because of the service and ambiance. Probably one of the most UNCOMFORTABLE dining experiences I've ever had. I walk in and the waitress frowns and looks unwilling to seat me while shes staring at her watch. (I got there more than an hour before closing)She tells me the only item available on the entire menu was the dakgalbi. She also forgot about the cheese add-on, is wearing AirPods so you can't get her attention. When we first ordered, we asked for the fried rice you can get at the end  and she never brought it, and upon asking her she says sorry she forgot and she can't do that for us anymore...She was also yelling at her workers, straight up yelling for A LONG TIME and hitting them with rags. And kept on sighing so loudly and yelling ""so annoyed"" in Korean. In front of all of the customers.","3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-08-14,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,"Really satisfying Ktown joint that's another winner. I can't speak to their bbq chicken dishes, since they're a minimum of two orders, and my wife and I each wanted to try a different dish. But the kimchi fried rice was the best I've ever had of it - it chars as it sits at the table, and has interesting flavors, including smoke, seaweed, and sweet pieces of kimchi. And the homemade dumpling soup was so comforting, where the dumplings were the star and not just something you could buy in Cali Market and drop them in. Portions were enormous, giving us enough for leftovers and making the meal well worth it. Highly recommended.","3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-08-13,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,"Today (8/12/2023), I wanted to have dakgalbi with my friends for dinner, so we decided to visit this place which was a terrible mistake.There was no wait since it was after dinner time. (Around 9pm ish). There were so many empty tables.As soon as we entered, we asked for a table for 6 people to this server lady and she said we should take the table where only 4 people can fit in.So we asked her if we can sit at the bigger table since it was too small, she said no and this table for 4 would fit perfectly for 6 (it was NOT AT ALL!!! And there were only 4 chairs with no more space to place more chairs)The smaller table that she wanted us to sit was at the corner of the restaurant which was closer for her to serve (seemed like she didn't really want to move that much and if we had the bigger table, she needed to walk more i guess/ other customers were sitting at the same row) so we appealed again if it would be okay to sit at the longer table which about 8 people can fit and she had those rolling eyes and said ""yeah- you can sit over there if you want to"" with sarcastic voice and face.Seriously? It only seemed like she was too lazy to serve. If those bigger tables were reserved or there was a wait behind us, we would have understood, but in this situation, her laziness is the only explanation.Everyone in my group got so offended so we decided to leave. Thank you lady! Because of your attitude, we don't want to here never ever again!!!","3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-08-12,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,"Clean, nice ambience, friendly, delicious food = perfect for our korean friend's bday!!","3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
123,2023-07-28,2023-09-17,Chuncheon Dakgalbi Donghae Makguksu 2,Best dakgalbi in ktown! It's 28.99 per personYou can order more than 2 people. No waiting on Friday night :),"3601 W 6th St Los Angeles, CA 90020",4.2,45,Korean,
124,2023-09-16,2023-09-17,Bacari W 3rd,Ryann is the absolute best. Loved the mimosas and brunch. I will definitely be back!!,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-14,2023-09-17,Bacari W 3rd,Genuinely one of my favorite restaurants in LA. The food is so good and I love that it's small plates so you can share and try a bunch of things. They have a great drink menu and the service has always been great. Plus the location is so cute and central.,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-11,2023-09-17,Bacari W 3rd,Through the cute little archway you'll find a secret garden that opens up. You'll want to go with a few people and order lots of plates so you can share and get a variety of things to try.,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-11,2023-09-17,Bacari W 3rd,Bacari is delicious and such a cute wine bar. Perfect for date nights or cocktails or dinner and is hip and lowkey. I especially love how hidden the place is - if you walk by you might miss them! The bread is also to die for honestly everything is tasty. Highly recommend!!!! Ambience and food is A+!,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-10,2023-09-17,Bacari W 3rd,"honestly very mid and expensive food. also didn't like sitting inside bc it's sooo loud and u have to YELL in order for anyone at ur table to hear you. the parking situation is pretty much valet only bc the street parking in the residential area is very finicky (only free at certain times).service was great, but the food was just.... ok. i know it's tapas and meant to be small bites to share but my god the portion sizes were so tiny and priced so high idk i can't justify coming back.. the best thing were the fries and that's ... honestly quite sad. the pizzas were just okay and the scallop dish literally only came with 3 small scallops i was so boggled!! i literally stopped taking pics of the food cuz it was so mid. the cauliflower dish was big but so intense in flavor and kinda not in a good way.i only gave 2 stars bc the service was good. the food was very forgettable and expensive for what it is and i will not be back unfortunately :~/","8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-08,2023-09-17,Bacari W 3rd,The food the was really good and the audience is so so so great! Got the french toast and it was so'My server is literally the BEST SERVER IVE EVER HAD!!!!Daniela was so attentive and just made us feel so atHome and well taken care of. If u ever go please ask for her or to be seated w her she made our brunch so special,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-07,2023-09-17,Bacari W 3rd,Worst ever!!!!!!!!Literally waited from 6:20 pm till 7:20 pm only to be told the order was not sent. Then we were told at 7:30 that the order wasn't inputted the second time.LOL RIDICULOUS!Who does that?!Get your staff in order.Thanks.,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-07,2023-09-17,Bacari W 3rd,Lovely servers. I brought a cake for a friends birthday and they happily stored it before our table arrived then brought it out with a huge sparkler on top then cut and served it to everyone. No extra charge.Food is delicious and easily shareable. I love the falafel and kale salad. Drinks are also delicious.Can't go wrong! Great for big groups- no prefix menu needed.,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-06,2023-09-17,Bacari W 3rd,I love this place! Their mushroom pizza is amazing and a must try. Nice place for a first date.,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
124,2023-09-05,2023-09-17,Bacari W 3rd,Is there a way to give half a star?This is my 2nd trip to this location.The first time we were there for 1 hour and 30 min.  For dinner.This is all tapas style and normally fast eating.Unfortunately this trip was 2 almost 3 hours.  This was after brunch and before dinner.The food was good the drinks were great.  But the service negated all of the good things.I won't be back to this location.,"8030 3/4 W 3rd St Los Angeles, CA 90048",4.3,1090,"American (New), Breakfast & Brunch, Italian",$$
125,2023-09-16,2023-09-17,Home Restaurant - Los Feliz,Always reliable amazing food and the staff is friendly and the drinks are so good!! Will come again,"1760 Hillhurst Ave Los Angeles, CA 90027",4.1,3762,"Breakfast & Brunch, Coffee & Tea, American (New)",$$
125,2023-09-14,2023-09-17,Home Restaurant - Los Feliz,Amazing service and amazing food but only thing is there so many flys when eating maybe something to keep them away does get in way of eating conformity!!,"1760 Hillhurst Ave Los Angeles, CA 90027",4.1,3762,"Breakfast & Brunch, Coffee & Tea, American (New)",$$
125,2023-09-14,2023-09-17,Home Restaurant - Los Feliz,"Walking into Home feels like a breath of fresh air, and I don't just say this because of the outdoor seating. Service here is superior from the moment valet greets you to the moment you walk out.The food is great, fresh, and feels very homey. I had the pancakes, Turkey bacon, fruit, and home fries. To drink I had a peach mimosa. Though I couldn't taste much of the peach given the subtlety of that flavor, it was delicious.Home is a great place for breakfast or brunch as a solo diner, for a date, or for a girls day. The location is in the heart of Los feliz. You can take a stroll and pop in the neighboring shops or simply pull up to valet and drive off when you're done.","1760 Hillhurst Ave Los Angeles, CA 90027",4.1,3762,"Breakfast & Brunch, Coffee & Tea, American (New)",$$
